"cik";"accensionNumber";"reportDate";"form";"doc_link"
"1796129";"0001193125-24-081994";"2023-12-31";"10-K";"d739497d10k.htm"
"1417663";"0001140361-24-014611";"2023-12-31";"10-K";"ef20015276_10k.htm"
"1849380";"0001493152-24-014092";"2023-12-31";"10-K";"form10-k.htm"
"55234";"0001477932-24-001211";"2023-12-31";"10-K";"kenilworth_10k.htm"
"1346830";"0001558370-24-002609";"2023-12-31";"10-K";"cara-20231231x10k.htm"
"1103795";"0001683168-24-002236";"2023-12-31";"10-K";"qsenergy_i10k-123123.htm"
"845385";"0001213900-24-027958";"2023-12-31";"10-K";"ea0202639-10k_princeton.htm"
"1096275";"0001493152-24-011808";"2023-12-31";"10-K";"form10-k.htm"
"1253689";"0001558370-24-004013";"2023-12-31";"10-K";"glyc-20231231x10k.htm"
"1474167";"0001477932-24-004545";"2023-12-31";"10-K";"cosm_10k.htm"
"1584831";"0001493152-24-011313";"2023-12-31";"10-K";"form10-k.htm"
"1842939";"0000950170-24-038992";"2023-12-31";"10-K";"ctcx-20231231.htm"
"1710495";"0001493152-23-018877";"2023-01-31";"10-K";"form10-k.htm"
"862022";"0001193125-24-083466";"2023-12-31";"10-K";"d752648d10k.htm"
"1527599";"0000950170-24-033146";"2023-12-31";"10-K";"sybx-20231231.htm"
"1589149";"0001493152-24-014799";"2023-12-31";"10-K";"form10-k.htm"
"1090396";"0001437749-24-010085";"2023-12-31";"10-K";"tbltrc20231231_10k.htm"
"1420720";"0001420720-23-000045";"2023-06-30";"10-K";"ibio-20230630x10k.htm"
"1061027";"0000950170-24-027982";"2023-12-31";"10-K";"virx-20231231.htm"
"1099160";"0000950170-24-016348";"2023-12-31";"10-K";"bbgi-20231231.htm"
"1706524";"0001706524-24-000014";"2023-12-31";"10-K";"ugro-20231231.htm"
"1698702";"0001213900-23-046678";"2023-01-31";"10-K";"f10k2023_ariongroup.htm"
"1082324";"0001140361-24-013522";"2023-12-31";"10-K";"ef20015315_10k.htm"
"1305253";"0001628280-24-015297";"2023-12-31";"10-K";"eigr-20231231.htm"
"1042187";"0001493152-24-011910";"2023-12-31";"10-K";"form10-k.htm"
"1771995";"0001493152-24-011751";"2023-12-31";"10-K";"form10-k.htm"
"895464";"0001640334-24-000618";"2023-12-31";"10-K";"yubo_10k.htm"
"1707910";"0001213900-24-026917";"2023-12-31";"10-K";"ea0201973-10k_reborn.htm"
"1907223";"0001213900-24-033573";"2023-12-31";"10-K";"ea0202986-10k_redwoods.htm"
"1178697";"0001493152-24-011530";"2023-12-31";"10-K";"form10-k.htm"
"1896212";"0001493152-24-014889";"2023-12-31";"10-K";"form10-k.htm"
"1843714";"0001193125-24-076744";"2023-12-31";"10-K";"d68575d10k.htm"
"1524769";"0001524769-24-000005";"2023-12-31";"10-K";"chkr-2023x1231x10k.htm"
"1579157";"0000950170-23-015755";"2023-01-28";"10-K";"vnce-20230128.htm"
"838875";"0001199835-24-000132";"2023-12-31";"10-K";"wvvi-10k.htm"
"1647822";"0001493152-23-034950";"2023-05-31";"10-K";"form10-k.htm"
"1713210";"0001493152-24-012467";"2023-12-31";"10-K";"form10-k.htm"
"31667";"0001185185-23-000539";"2023-02-28";"10-K";"edc20230228_10k.htm"
"1708176";"0001213900-24-025569";"2023-12-31";"10-K";"ea0201032-10k_hall.htm"
"1038277";"0001437749-24-010010";"2023-12-31";"10-K";"inis20221231_10k.htm"
"1857044";"0001493152-24-009769";"2023-12-31";"10-K";"form10-k.htm"
"0001270436";"0001437749-24-006827";"2023-12-31";"10-K";"cohn20231231_10k.htm"
"1473490";"0001493152-24-005474";"2023-09-30";"10-K";"form10-k.htm"
"1537435";"0001537435-24-000022";"2023-12-31";"10-K";"tgen-20231231.htm"
"1553788";"0001731122-24-000539";"2023-12-31";"10-K";"e5540_10k.htm"
"1327273";"0000950170-24-035047";"2023-12-31";"10-K";"lyra-20231231.htm"
"87802";"0001654954-24-003937";"2023-12-31";"10-K";"scnd_10k.htm"
"942126";"0001185185-24-000345";"2023-12-31";"10-K";"taitron20231231_10k.htm"
"1854445";"0001493152-23-034624";"2023-06-30";"10-K";"form10-k.htm"
"1589061";"0001437749-24-009908";"2023-12-31";"10-K";"gyrllc20231231_10k.htm"
"1437517";"0001493152-24-011921";"2023-12-31";"10-K";"form10-k.htm"
"1382574";"0001493152-24-015595";"2023-12-31";"10-K";"form10-k.htm"
"1630113";"0001493152-23-022974";"2023-03-31";"10-K";"form10-k.htm"
"1651932";"0001640334-23-001138";"2023-03-31";"10-K";"xito_10k.htm"
"1627282";"0001627282-24-000039";"2023-12-31";"10-K";"cwd-20231231.htm"
"0001477246";"0000950170-23-050149";"2023-06-30";"10-K";"sanw-20230630.htm"
"1575295";"0001477932-23-009148";"2023-08-31";"10-K";"alid_10k.htm"
"1840292";"0001840292-24-000010";"2023-12-31";"10-K";"hlg-20231231.htm"
"878932";"0001712543-24-000005";"2023-12-31";"10-K";"f10k_equus12312023.htm"
"1425355";"0001654954-24-004122";"2023-12-31";"10-K";"mcvt_10k.htm"
"1422892";"0001213900-23-080673";"2023-06-30";"10-K";"f10k2023_singularity.htm"
"764195";"0001493152-24-014744";"2023-12-31";"10-K";"form10-k.htm"
"1101433";"0001654954-24-004360";"2023-12-31";"10-K";"qmci_10k.htm"
"1651721";"0000950170-24-042640";"2023-12-31";"10-K";"gipr-20231231.htm"
"1288750";"0001654954-24-000069";"2023-09-30";"10-K";"tlrs_10k.htm"
"1431959";"0000950170-24-038010";"2023-12-31";"10-K";"mmat-20231231.htm"
"1604738";"0001604738-24-000017";"2023-12-31";"10-K";"ainc-20231231.htm"
"840715";"0001753926-24-000656";"2023-12-31";"10-K";"clro-20231231.htm"
"883975";"0001493152-24-011521";"2023-12-31";"10-K";"form10-k.htm"
"1892322";"0001493152-24-013979";"2023-12-31";"10-K";"form10-k.htm"
"1413898";"0001413898-24-000010";"2023-12-31";"10-K";"daln-20231231x10k.htm"
"1157075";"0001683168-23-005175";"2023-04-30";"10-K";"pharmacyte_i10k-043023.htm"
"0001385818";"0001558370-23-016393";"2023-06-30";"10-K";"aytu-20230630x10k.htm"
"1580864";"0000950170-24-030760";"2023-12-31";"10-K";"vrm-20231231.htm"
"1853070";"0001628280-24-012994";"2023-12-31";"10-K";"soar-20231231.htm"
"1893311";"0001829126-24-002461";"2023-12-31";"10-K";"luxurbanhotels_10k.htm"
"845819";"0001515971-24-000035";"2023-12-31";"10-K";"ktel10k123123.htm"
"1590418";"0001683168-24-001995";"2023-12-31";"10-K";"focus_i10k-123123.htm"
"0001829802";"0000950170-24-023148";"2023-12-31";"10-K";"snse-20231231.htm"
"725394";"0001683168-23-007283";"2023-06-30";"10-K";"dalrada_i10k-063023.htm"
"835662";"0001493152-24-013947";"2023-12-31";"10-K";"form10-k.htm"
"797465";"0001437749-24-009811";"2023-12-31";"10-K";"stly20231231_10k.htm"
"1468929";"0001493152-24-014127";"2023-12-31";"10-K";"form10-k.htm"
"1563298";"0001079973-24-000601";"2023-12-31";"10-K";"eawd_10k-123123.htm"
"1956955";"0001683168-24-001643";"2023-12-31";"10-K";"unusual_i10k-123123.htm"
"1445942";"0001999371-23-000633";"2023-08-31";"10-K";"tmrc-10k_083123.htm"
"1565228";"0001493152-24-013015";"2023-12-31";"10-K";"form10-k.htm"
"1007019";"0001493152-24-005726";"2023-10-31";"10-K";"form10-k.htm"
"1967656";"0001558370-24-003964";"2023-12-31";"10-K";"pfsb-20231231x10k.htm"
"0001282224";"0001079973-24-000452";"2023-12-31";"10-K";"dlpn_10k.htm"
"1620179";"0001558370-24-004674";"2023-12-31";"10-K";"xela-20231231x10k.htm"
"1083220";"0001558370-24-005326";"2023-12-31";"10-K";"xelb-20231231x10k.htm"
"0000885307";"0001079973-23-001665";"2023-08-31";"10-K";"jctcf_10k-083123.htm"
"1626745";"0001493152-24-014607";"2023-12-31";"10-K";"form10-k.htm"
"707388";"0000707388-24-000025";"2023-12-31";"10-K";"digirad-20231231.htm"
"313364";"0001104659-24-041968";"2023-12-31";"10-K";"tm241157-1_10k.htm"
"1584751";"0000950170-24-037648";"2023-12-31";"10-K";"tlis-20231231.htm"
"1775734";"0001775734-23-000008";"2023-03-31";"10-K";"ben-20230331.htm"
"1447380";"0001493152-24-014966";"2023-12-31";"10-K";"form10-k.htm"
"1415744";"0001437749-23-029421";"2023-07-31";"10-K";"nmex20230731c_10k.htm"
"1310630";"0001493152-24-014708";"2023-12-31";"10-K";"form10-k.htm"
"1842556";"0001213900-24-039259";"2023-12-31";"10-K";"ea0203475-10k_hnracq.htm"
"797542";"0001493152-24-011132";"2023-12-31";"10-K";"form10-k.htm"
"1557376";"0001829126-24-000541";"2023-10-31";"10-K";"organicellregen_10k.htm"
"1790169";"0001062993-24-007367";"2023-12-31";"10-K";"form10k.htm"
"1951667";"0001410578-24-000224";"2023-12-31";"10-K";"ctnt-20231231x10k.htm"
"1540159";"0001654954-23-015632";"2023-09-30";"10-K";"edsa_10k.htm"
"1961847";"0001493152-24-002509";"2023-09-30";"10-K";"form10-k.htm"
"1091596";"0001437749-24-012587";"2023-12-31";"10-K";"aurx20231231_10k.htm"
"1304161";"0001654954-24-000996";"2023-10-31";"10-K";"pbsv_10k.htm"
"19871";"0001193125-24-080560";"2023-12-31";"10-K";"d45311d10k.htm"
"1800315";"0000950170-24-028610";"2023-12-31";"10-K";"glto-20231231.htm"
"314227";"0001654954-24-004045";"2023-12-31";"10-K";"tomz_10k.htm"
"1844505";"0001193125-24-075608";"2023-12-31";"10-K";"d767219d10k.htm"
"1427925";"0001437749-24-006849";"2023-12-31";"10-K";"acrx20231231_10k.htm"
"1897245";"0001493152-24-008191";"2023-11-30";"10-K";"form10-k.htm"
"1873213";"0001493152-23-037773";"2023-07-31";"10-K";"form10-k.htm"
"1879848";"0001410578-24-000471";"2023-12-31";"10-K";"pev-20231231x10k.htm"
"1485029";"0001096906-24-001168";"2023-12-31";"10-K";"nahd-20231231.htm"
"894501";"0001091818-24-000027";"2023-12-31";"10-K";"grhi12312310k.htm"
"1544400";"0001477932-24-000456";"2023-10-31";"10-K";"aoix_10k.htm"
"1956744";"0001493152-24-012449";"2023-12-31";"10-K";"form10-k.htm"
"1911545";"0001213900-24-061514";"2023-12-31";"10-K";"ea0209209-10k_hanryuhold.htm"
"1813914";"0000950170-24-032506";"2023-12-31";"10-K";"cmax-20231231.htm"
"1549631";"0001493152-24-012312";"2023-12-31";"10-K";"form10-k.htm"
"1730869";"0001477932-23-003007";"2023-01-31";"10-K";"ebi_10k.htm"
"704172";"0001493152-23-037178";"2023-06-30";"10-K";"form10-k.htm"
"837852";"0001628280-24-028863";"2023-12-31";"10-K";"idex-20231231.htm"
"1756180";"0001683168-24-002037";"2023-12-31";"10-K";"nocera_i10k-123123.htm"
"1001907";"0001437749-23-027063";"2023-06-30";"10-K";"astc20230630_10k.htm"
"1083490";"0001410578-24-000987";"2023-12-31";"10-K";"srre-20231231x10k.htm"
"1654595";"0001558370-24-002614";"2023-12-31";"10-K";"mdrr-20231231x10k.htm"
"1967306";"0001558370-23-020031";"2023-09-30";"10-K";"tmb-20230930x10k.htm"
"747540";"0001213900-24-017771";"2023-11-30";"10-K";"ea0200540-10k_surgecomp.htm"
"88000";"0000950170-24-036394";"2023-12-31";"10-K";"slgd-20231231.htm"
"1843656";"0001477932-24-002179";"2023-12-31";"10-K";"rmco_10k.htm"
"1527352";"0001829126-24-001935";"2023-12-31";"10-K";"nexalintech_10k.htm"
"1391426";"0001903596-24-000247";"2023-12-31";"10-K";"clnv_10k.htm"
"1372514";"0001372514-24-000026";"2023-12-31";"10-K";"kprx-20231231.htm"
"890066";"0001558370-24-003766";"2023-12-31";"10-K";"glbz-20231231x10k.htm"
"1584754";"0001213900-23-074139";"2023-06-30";"10-K";"f10k2023_akoustistech.htm"
"1585608";"0001558370-24-004439";"2023-12-31";"10-K";"jagx-20231231x10k.htm"
"351789";"0000897101-24-000108";"2023-12-31";"10-K";"else-20231231.htm"
"1253176";"0000950170-24-018788";"2023-12-31";"10-K";"vapo-20231231.htm"
"1173204";"0000950170-23-030833";"2023-03-31";"10-K";"cnvs-20230331.htm"
"82473";"0001493152-23-015101";"2023-01-31";"10-K";"form10-k.htm"
"1699709";"0001683168-23-003352";"2023-04-30";"10-K";"yijia_i10k-043023.htm"
"1056358";"0001056358-24-000026";"2023-12-31";"10-K";"mtex-20231231.htm"
"1857086";"0001493152-23-019509";"2023-03-31";"10-K";"form10-k.htm"
"806517";"0001171843-24-001671";"2023-12-31";"10-K";"pmd20231231_10k.htm"
"1138978";"0001493152-23-044893";"2023-08-31";"10-K";"form10-k.htm"
"1156041";"0001493152-24-012685";"2023-12-31";"10-K";"form10-k.htm"
"1084267";"0001683168-24-002214";"2023-12-31";"10-K";"mobq_i10k-123123.htm"
"1412126";"0001213900-24-033498";"2023-12-31";"10-K";"ea0203609-10k_remsleep.htm"
"0001534120";"0001628280-24-013786";"2023-12-31";"10-K";"avtx-20231231.htm"
"1017655";"0001437749-24-010365";"2023-12-31";"10-K";"payd20231231_10k.htm"
"1391135";"0001096906-24-000671";"2023-12-31";"10-K";"lsfp_10k.htm"
"1930021";"0001213900-24-027309";"2023-12-31";"10-K";"ea0201280-10k_newhorizon.htm"
"1593549";"0001493152-24-012301";"2023-12-31";"10-K";"form10-k.htm"
"1172178";"0001493152-23-017610";"2023-01-31";"10-K";"form10-k.htm"
"99106";"0001513162-24-000044";"2023-12-31";"10-K";"tnlx-20231231.htm"
"1136174";"0001628280-24-016456";"2023-12-31";"10-K";"otrk-20231231.htm"
"1104038";"0001214659-24-005643";"2023-12-31";"10-K";"vm12524110k.htm"
"1414953";"0001477932-24-001422";"2023-12-31";"10-K";"mojo_10k.htm"
"1509223";"0001410578-24-000425";"2023-12-31";"10-K";"mtbl-20231231x10k.htm"
"1610820";"0001493152-23-038298";"2023-07-31";"10-K";"form10-k.htm"
"1223389";"0001223389-23-000014";"2023-01-31";"10-K";"conn-20230131.htm"
"832489";"0001437749-24-006086";"2023-12-31";"10-K";"govx20231231_10k.htm"
"891417";"0001493152-24-012969";"2023-12-31";"10-K";"form10-k.htm"
"1820566";"0001558370-24-002993";"2023-12-31";"10-K";"ispo-20231231x10k.htm"
"0001042418";"0001493152-24-011973";"2023-12-31";"10-K";"form10-k.htm"
"1556801";"0001640334-23-002133";"2023-07-31";"10-K";"jrvs_10k.htm"
"1616262";"0001437749-23-016104";"2023-02-28";"10-K";"rmcfd20230228_10k.htm"
"1893448";"0001493152-24-012001";"2023-12-31";"10-K";"form10-k.htm"
"1110607";"0001683168-24-001768";"2023-12-31";"10-K";"koil_i10k-123123.htm"
"1642375";"0001493152-24-011813";"2023-12-31";"10-K";"form10-k.htm"
"914139";"0001437749-24-008859";"2023-12-31";"10-K";"prkr20231231_10k.htm"
"1498382";"0000950170-23-048588";"2023-06-30";"10-K";"ktra-20230630.htm"
"1898766";"0001493152-24-004144";"2023-10-31";"10-K";"form10-k.htm"
"1025771";"0001477932-24-002131";"2023-12-31";"10-K";"cpka_10k.htm"
"1071840";"0001171843-23-007232";"2023-08-31";"10-K";"f10k_112123.htm"
"749647";"0001493152-24-011616";"2023-12-31";"10-K";"form10-k.htm"
"1631282";"0001213900-23-079920";"2023-06-30";"10-K";"f10k2023_datasea.htm"
"1459417";"0001459417-24-000011";"2023-12-31";"10-K";"twou-20231231.htm"
"1084133";"0001264931-24-000007";"2023-12-31";"10-K";"realk2023.htm"
"1641398";"0001213900-24-029042";"2023-12-31";"10-K";"ea0202894-10k_gdcul.htm"
"0001651958";"0001575872-24-000359";"2023-12-31";"10-K";"eoss-20231231.htm"
"908259";"0001493152-24-014475";"2023-12-31";"10-K";"form10-k.htm"
"1902700";"0001185185-24-000363";"2023-12-31";"10-K";"pgf20240321_10k.htm"
"1643988";"0001558370-23-019889";"2023-09-30";"10-K";"lptv-20230930x10k.htm"
"1682149";"0001410578-24-000412";"2023-12-31";"10-K";"wisa-20231231x10k.htm"
"1126234";"0001126234-24-000025";"2023-12-31";"10-K";"nlnk-20231231.htm"
"1307579";"0001437749-24-009045";"2023-12-31";"10-K";"liqt20231231_10k.htm"
"1009891";"0001213900-24-033018";"2023-12-31";"10-K";"ea0202428-10k_air.htm"
"22701";"0000022701-24-000002";"2023-12-31";"10-K";"pegy-20231231x10k.htm"
"1518461";"0001493152-24-012177";"2023-12-31";"10-K";"form10-k.htm"
"1784058";"0001213900-24-027177";"2023-12-31";"10-K";"ea0202409-10k_pony.htm"
"1978811";"0001558370-23-020009";"2023-09-30";"10-K";"tmb-20230930x10k.htm"
"882361";"0000950170-24-036537";"2023-12-31";"10-K";"apto-20231231.htm"
"1879726";"0001493152-24-011394";"2023-12-31";"10-K";"form10-k.htm"
"32621";"0001437749-23-018439";"2023-03-31";"10-K";"msn20230331_10k.htm"
"1505497";"0001493152-24-012056";"2023-12-31";"10-K";"form10-k.htm"
"1205922";"0000950170-24-039700";"2023-12-31";"10-K";"vcnx-20231231.htm"
"1419275";"0001185185-24-000318";"2023-12-31";"10-K";"ryvyl20231231_10k.htm"
"1750106";"0001493152-24-012509";"2023-12-31";"10-K";"form10-k.htm"
"1117057";"0001213900-24-028612";"2023-12-31";"10-K";"ea0202454-10k_planet.htm"
"1575858";"0001493152-24-008171";"2023-11-30";"10-K";"form10-k.htm"
"1870144";"0001079973-24-000480";"2023-12-31";"10-K";"cdio_10k-123123.htm"
"944480";"0001140361-24-017131";"2023-12-31";"10-K";"ef20015336_10k.htm"
"1938046";"0001493152-24-012508";"2023-12-31";"10-K";"form10-k.htm"
"1512922";"0001493152-23-022907";"2023-03-31";"10-K";"form10-k.htm"
"1051514";"0001140361-24-015754";"2023-12-31";"10-K";"ef20015284_10k.htm"
"356590";"0001493152-24-014777";"2023-12-31";"10-K";"form10-k.htm"
"771999";"0001493152-24-011519";"2023-12-31";"10-K";"form10-k.htm"
"1645469";"0001437749-24-009687";"2023-12-31";"10-K";"mnpr20231231_10k.htm"
"1333822";"0000950170-23-066243";"2023-08-31";"10-K";"leds-20230831.htm"
"1130598";"0001558370-24-004525";"2023-12-31";"10-K";"tmb-20231231x10k.htm"
"1818644";"0001818644-24-000003";"2023-12-31";"10-K";"lidr-20231231.htm"
"1128281";"0001437749-24-010272";"2023-12-31";"10-K";"skas20231231_10k.htm"
"1854270";"0001854270-24-000029";"2023-12-31";"10-K";"snti-20231231.htm"
"1605057";"0001477932-24-001509";"2023-12-31";"10-K";"vmnt_10k.htm"
"1138476";"0001185185-24-000392";"2023-12-31";"10-K";"pacifichco20231231_10k.htm"
"12239";"0001213900-24-028218";"2023-12-31";"10-K";"ea0202511-10k_domin.htm"
"1680048";"0001558370-24-002899";"2023-12-31";"10-K";"tmb-20231231x10k.htm"
"1419793";"0001213900-24-034111";"2023-12-31";"10-K";"ea0203700-10k_originclear.htm"
"727510";"0001410578-24-000245";"2023-12-31";"10-K";"enzn-20231231x10k.htm"
"1803096";"0001640334-23-000879";"2023-01-31";"10-K";"star_10k.htm"
"1675634";"0001477932-23-009152";"2023-08-31";"10-K";"pixy_10k.htm"
"1265521";"0001493152-24-014594";"2023-12-31";"10-K";"form10-k.htm"
"1817004";"0001493152-24-012378";"2023-12-31";"10-K";"form10-k.htm"
"29332";"0000029332-24-000020";"2023-12-30";"10-K";"dxyn-20231230.htm"
"1465470";"0001493152-23-022546";"2023-03-31";"10-K";"form10-k.htm"
"748592";"0001140361-24-013254";"2023-12-31";"10-K";"ef20015352_10k.htm"
"1413891";"0001213900-24-034533";"2023-12-31";"10-K";"ea0201355-10k_high.htm"
"1677897";"0001575872-23-001038";"2023-02-28";"10-K";"upyy-20230228.htm"
"1640384";"0000950170-24-038953";"2023-12-31";"10-K";"lmfa-20231231.htm"
"1759186";"0001683168-24-001685";"2023-12-31";"10-K";"coeptis_i10k-123123.htm"
"1566610";"0001493152-24-012416";"2023-12-31";"10-K";"form10-k.htm"
"768216";"0001185185-24-000399";"2023-12-31";"10-K";"coyni20231231_10k.htm"
"1822145";"0001558370-23-016336";"2023-06-30";"10-K";"prst-20230630x10k.htm"
"1583648";"0001437749-24-010123";"2023-12-31";"10-K";"pirs20231231_10k.htm"
"0001750149";"0000950170-24-037160";"2023-12-31";"10-K";"ikt-20231231.htm"
"1231339";"0001477932-24-000210";"2023-08-31";"10-K";"asre_10k.htm"
"1761696";"0001213900-24-028775";"2023-12-31";"10-K";"ea0202229-10k_crown.htm"
"896493";"0001214659-24-006963";"2023-12-31";"10-K";"aa32524110k.htm"
"0001829794";"0001683168-24-001823";"2023-12-31";"10-K";"volcon_i10k-123123.htm"
"1855485";"0001493152-24-010158";"2023-12-31";"10-K";"form10-k.htm"
"1947861";"0001213900-24-033428";"2023-12-31";"10-K";"ea0203678-10k_natures.htm"
"1089815";"0001140361-24-018303";"2023-12-31";"10-K";"ef20015308_10k.htm"
"1022505";"0001493152-23-046278";"2023-09-30";"10-K";"form10-k.htm"
"1755058";"0001213900-23-086177";"2023-07-31";"10-K";"f10k2023_atifhold.htm"
"808326";"0000808326-23-000031";"2023-09-30";"10-K";"emkr-20230930.htm"
"1624326";"0001493152-24-011172";"2023-12-31";"10-K";"form10-k.htm"
"1095981";"0000950170-24-025851";"2023-12-31";"10-K";"pstv-20231231.htm"
"924396";"0001493152-23-039011";"2023-07-31";"10-K";"form10-k.htm"
"1496383";"0001213900-24-038595";"2023-12-31";"10-K";"ea0203891-10k_ilustrato.htm"
"1502292";"0000950170-24-039426";"2023-12-31";"10-K";"cnfr-20231231.htm"
"1864943";"0001558370-24-003958";"2023-12-31";"10-K";"fgi-20231231x10k.htm"
"1261249";"0001558370-24-004262";"2023-12-31";"10-K";"agrx-20231231x10k.htm"
"1622057";"0001477932-23-004894";"2023-03-31";"10-K";"nbio_10k.htm"
"1378590";"0001437749-23-035439";"2023-09-30";"10-K";"blin20230930c_10k.htm"
"1568385";"0001628280-24-014146";"2023-12-31";"10-K";"bmtm-20231231.htm"
"66496";"0001193125-24-082941";"2023-12-31";"10-K";"d771438d10k.htm"
"1842138";"0001903596-24-000036";"2023-07-31";"10-K";"form10k_wrapspeed.htm"
"1108645";"0001477932-24-001631";"2023-12-31";"10-K";"cipi_10k.htm"
"1430306";"0001999371-24-004297";"2023-12-31";"10-K";"tnxp-10k_123123.htm"
"1331612";"0001477932-23-007626";"2023-06-30";"10-K";"imth_10k.htm"
"1173313";"0001213900-24-022235";"2023-12-31";"10-K";"ea0201142-10k_abvcbio.htm"
"1275477";"0001437749-24-007121";"2023-12-31";"10-K";"bcmi20231231_10k.htm"
"1080657";"0001437749-24-012113";"2023-12-31";"10-K";"sqft20231231_10k.htm"
"1817760";"0001558370-24-004098";"2023-12-31";"10-K";"smtk-20231231x10k.htm"
"1424864";"0001062993-23-019828";"2023-07-31";"10-K";"form10k.htm"
"1016178";"0001016178-23-000011";"2023-03-31";"10-K";"carv-20230331.htm"
"1630176";"0001096906-24-000706";"2023-12-31";"10-K";"hyex-20231231.htm"
"1510964";"0000950170-24-038736";"2023-12-31";"10-K";"cvsi-20231231.htm"
"1568969";"0001493152-24-012283";"2023-12-31";"10-K";"form10-k.htm"
"1711012";"0001410578-23-001474";"2023-03-31";"10-K";"aihs-20230331x10k.htm"
"1066923";"0001213900-24-033265";"2023-12-31";"10-K";"ea0203312-10k_future.htm"
"1848898";"0001213900-24-033098";"2023-12-31";"10-K";"ea0203515-10k_african.htm"
"1781162";"0001628280-24-026929";"2023-12-31";"10-K";"mnts-20231231.htm"
"1815632";"0001654954-24-000687";"2023-06-30";"10-K";"tgcb_10k.htm"
"1718224";"0001477932-24-001711";"2023-12-31";"10-K";"btbd_10k.htm"
"1487798";"0001104659-24-037854";"2023-12-31";"10-K";"tm241002-1_10k.htm"
"933738";"0001654954-24-003953";"2023-12-30";"10-K";"eng_10k.htm"
"1567900";"0001437749-24-010302";"2023-12-31";"10-K";"blkbx20231231_10k.htm"
"1481504";"0001477932-23-007646";"2023-06-30";"10-K";"xeri_10k.htm"
"1493137";"0001079973-24-000474";"2023-12-31";"10-K";"lctc_10k.htm"
"1514183";"0001213900-24-025615";"2023-12-31";"10-K";"ea0201957-10k_silopharma.htm"
"1402945";"0001437749-24-011671";"2023-12-31";"10-K";"rxmd20221231_10k.htm"
"944075";"0000944075-24-000015";"2023-12-31";"10-K";"k10-2023.htm"
"1621672";"0001437749-24-011939";"2023-12-31";"10-K";"slgg20231231_10k.htm"
"1849820";"0001849820-24-000029";"2023-12-31";"10-K";"kitt-20231231.htm"
"1874097";"0001213900-24-020777";"2023-12-31";"10-K";"f10k2023_cyngninc.htm"
"1737523";"0001477932-24-002151";"2023-12-31";"10-K";"bion_10k.htm"
"1839608";"0000950170-24-038301";"2023-12-31";"10-K";"getr-20231231.htm"
"1183765";"0001558370-24-004332";"2023-12-31";"10-K";"mtem-20231231x10k.htm"
"1877939";"0001877939-24-000018";"2023-12-31";"10-K";"ctm-20231231.htm"
"1304409";"0001683168-24-001836";"2023-12-31";"10-K";"athenagold_i10k-123123.htm"
"1445283";"0000950170-24-034676";"2023-12-31";"10-K";"ka-20231231.htm"
"0001659617";"0001437749-24-009044";"2023-12-31";"10-K";"mbrx20231231_10k.htm"
"1099369";"0001062993-23-021487";"2023-08-31";"10-K";"form10k.htm"
"1529113";"0001628280-24-016449";"2023-12-31";"10-K";"inpx-20231231.htm"
"721693";"0001213900-24-031988";"2023-12-31";"10-K";"ea0202643-10k_smart.htm"
"1061069";"0001437749-24-008877";"2023-12-31";"10-K";"awx20231231_10k.htm"
"1386044";"0001477932-24-000342";"2023-09-30";"10-K";"fhld_10k.htm"
"105744";"0001214659-24-005800";"2023-12-31";"10-K";"b32224010k.htm"
"1350102";"0000950170-24-017977";"2023-12-31";"10-K";"asti-20231231.htm"
"1393781";"0001213900-24-030968";"2023-12-31";"10-K";"ea0202774-10k_quality.htm"
"1109486";"0001493152-24-002515";"2023-09-30";"10-K";"form10-k.htm"
"1300781";"0001683168-23-004512";"2023-03-31";"10-K";"dh_i10k-033123.htm"
"1716166";"0001493152-24-011755";"2023-12-31";"10-K";"form10-k.htm"
"1741489";"0001213900-24-028567";"2023-12-31";"10-K";"ea0201542-10k_elvictor.htm"
"1840563";"0001213900-24-027576";"2023-12-31";"10-K";"ea0202347-10k_elevai.htm"
"1691936";"0000950170-24-039516";"2023-12-31";"10-K";"snax-20231231.htm"
"1497253";"0000950170-23-032889";"2023-03-31";"10-K";"onvo-20230331.htm"
"1805526";"0001575872-24-000295";"2023-12-31";"10-K";"jnvr-20231231.htm"
"1922335";"0001493152-24-011121";"2023-12-31";"10-K";"form10-k.htm"
"1755237";"0000950170-24-025935";"2023-12-31";"10-K";"cycn-20231231.htm"
"1880343";"0001213900-24-021045";"2023-12-31";"10-K";"ea0201029-10k_freshvine.htm"
"1902794";"0001493152-24-012329";"2023-12-31";"10-K";"form10-k.htm"
"1775194";"0001477932-23-007307";"2023-06-30";"10-K";"upxi_10k.htm"
"1467761";"0001829126-24-002449";"2023-12-31";"10-K";"miniminc_10k.htm"
"866439";"0001683168-24-004848";"2023-12-31";"10-K";"darkpulse_i10k-123123.htm"
"1393772";"0001096906-24-000701";"2023-12-31";"10-K";"weed-10k.htm"
"1376231";"0001213900-24-034236";"2023-12-31";"10-K";"ea0202877-10k_vpr.htm"
"875355";"0001654954-24-004013";"2023-12-31";"10-K";"isig_10k.htm"
"1383088";"0001477932-24-000156";"2023-09-30";"10-K";"cyca_10k.htm"
"1622345";"0001493152-24-012355";"2023-12-31";"10-K";"form10-k.htm"
"1279620";"0001213900-24-026042";"2023-12-31";"10-K";"ea0201915-10k_zoned.htm"
"1481443";"0001683168-24-002392";"2023-12-31";"10-K";"techcom_i10k-123123.htm"
