cik,name,tickers,ein
0000709283,QUANTUM CORP /DE/,QMCO,942665054
0001096938,"United Health Products, Inc.",UEEC,841517723
0001374339,ProMIS Neurosciences Inc.,PMN,000000000
0001017303,TRANSACT TECHNOLOGIES INC,TACT,061456680
0001734750,Movano Inc.,MOVE,824233771
0001065078,"NETWORK-1 TECHNOLOGIES, INC.",NTIP,113027591
0001011060,Nordicus Partners Corp,NORD,043186647
0001740279,"IN8BIO, INC.",INAB,825462585
0001442492,"Laredo Oil, Inc.",LRDC,262435874
0001868419,Western Acquisition Ventures Corp.,WAVS,863720717
0000101538,UNITED STATES ANTIMONY CORP,UAMY,810305822
0001904286,"MIRA PHARMACEUTICALS, INC.",MIRA,853354547
0000867840,"PRECISION OPTICS CORPORATION, INC.",POCI,042795294
0001881551,Solidion Technology Inc.,STI,871993879
0001725872,"BM Technologies, Inc.",BMTX,823410369
0001884164,"KwikClick, Inc.",KWIK,954463033
0001171838,"Sundance Strategies, Inc.",SUND,880515333
0001922331,Global Star Acquisition Inc.,GLST,842508938
0001088413,"GREYSTONE LOGISTICS, INC.",GLGI,752954680
0001785494,Woodbridge Liquidation Trust,WBQNL,367730868
0001034760,WIDEPOINT CORP,WYY,522040275
0001600422,"Superior Drilling Products, Inc.",SDPI,464341605
0001422142,"Aadi Bioscience, Inc.",AADI,611547850
0001113313,ARVANA INC,AVNI,870618509
0000754811,U S GLOBAL INVESTORS INC,GROW,741598370
0001713863,"Rafael Holdings, Inc.",RFL,822296593
0000091668,SOLITRON DEVICES INC,SODI,221684144
0001572386,GREENWAY TECHNOLOGIES INC,GWTI,900893594
0001863990,"MultiSensor AI Holdings, Inc.",MSAI,863962954
0001929589,MariaDB plc,MRDB,000000000
0001108205,CURIS INC,CRIS,043505116
0001853825,THUMZUP MEDIA Corp,TZUP,863651036
0001621832,"Aqua Metals, Inc.",AQMS,471169572
0001716583,Hyzon Motors Inc.,HYZN,822726724
0000839087,VASO Corp,VASO,112871434
0001876945,Gold Flora Corp.,GRAM,932261104
0001840229,"MiNK Therapeutics, Inc.",INKT,000000000
0001816708,"Owlet, Inc.",OWLT,000000000
0001696558,"Jerash Holdings (US), Inc.",JRSH,814701719
0001854963,"SHF Holdings, Inc.",SHFS,862409612
0001500375,"Home Federal Bancorp, Inc. of Louisiana",HFBL,000000000
0001849670,"PB Bankshares, Inc.",PBBK,000000000
0000909724,TANDY LEATHER FACTORY INC,TLF,752543540
0001840233,"Xilio Therapeutics, Inc.",XLO,851623397
0001645460,"Cue Biopharma, Inc.",CUE,473324577
0001678105,Caro Holdings Inc.,CAHO,000000000
0001342936,"Advanced Voice Recognition Systems, Inc",RIVF,980511932
0001533998,DarioHealth Corp.,DRIO,452973162
0001736243,"Acurx Pharmaceuticals, Inc.",ACXP,000000000
0000850033,BP PRUDHOE BAY ROYALTY TRUST,BPT,136943724
0000787253,NATURAL ALTERNATIVES INTERNATIONAL INC,NAII,841007839
0001582982,"CareCloud, Inc.",CCLD,223832302
0000748790,"Global Clean Energy Holdings, Inc.",GCEH,870407858
0001326205,"IGC Pharma, Inc.",IGC,202760393
0001111741,DYNARESOURCE INC,DYNR,941589426
0000749660,ICAD INC,ICAD,020377419
0001846084,Global Crossing Airlines Group Inc.,JETMF,981350261
0001844507,Achari Ventures Holdings Corp. I,AVHI,861671207
0001790340,Immuneering Corp,IMRX,000000000
0001462418,ALTISOURCE PORTFOLIO SOLUTIONS S.A.,ASPS,000000000
0001058623,CUMULUS MEDIA INC,CMLS,364159663
0001479681,"Nutex Health, Inc.",NUTX,113363609
0001766140,"Unicycive Therapeutics, Inc.",UNCY,813638692
0001597892,JRSIS HEALTH CARE Corp,JRSS,464562047
0001535955,Lipocine Inc.,LPCN,990370688
0001409375,"ORION ENERGY SYSTEMS, INC.",OESX,391847269
0001074828,"KNOW LABS, INC.",KNW,900273142
0000040570,GEE Group Inc.,JOB,366097429
0001039280,NETSOL TECHNOLOGIES INC,NTWK,954627685
0001752372,Ezagoo Ltd,EZOO,301077936
0001820875,CXApp Inc.,CXAI,852104918
0001874875,"Hour Loop, Inc",HOUR,472869399
0001785493,Phoenix Plus Corp.,PXPC,611907981
0000008177,ATLANTIC AMERICAN CORP,AAME,581027114
0001662774,"Quince Therapeutics, Inc.",QNCX,901024039
0000065759,MICROPAC INDUSTRIES INC,MPAD,751225149
0000922247,"Cyclo Therapeutics, Inc.",CYTH,593029743
0001006045,IRIDEX CORP,IRIX,770210467
0000946563,RETRACTABLE TECHNOLOGIES INC,RVP,752599762
0000006176,AMPCO PITTSBURGH CORP,AP,251117717
0001162461,CUTERA INC,CUTR,770492262
0000843006,ISSUER DIRECT CORP,ISDR,261331503
0001607962,ReWalk Robotics Ltd.,LFWD,000000000
0000857949,"China Green Agriculture, Inc.",CGA,363526027
0001960262,"LUDWIG ENTERPRISES, INC.",LUDG,611133438
0001442999,ALTEROLA BIOTECH INC.,ABTI,821317032
0000846913,"FUEL TECH, INC.",FTEK,205657551
0001274737,EXAGEN INC.,XGN,000000000
0001714562,"GameSquare Holdings, Inc.",GAME,000000000
0001377149,CareView Communications Inc,CRVW,954659068
0001701756,Sadot Group Inc.,SDOT,472555533
0000811641,IMMUCELL CORP /DE/,ICCC,010382980
0000768835,BIG LOTS INC,BIG,061119097
0000826253,AURA SYSTEMS INC,AUSI,954106894
0001901799,Bitcoin Depot Inc.,BTM,873219029
0001328792,TECHPRECISION CORP,TPCS,000000000
0001563665,"Harvard Apparatus Regenerative Technology, Inc.",HRGN,455210462
0001886894,"Snail, Inc.",SNAL,271157839
0001845459,"NKGen Biotech, Inc.",NKGN,000000000
0001008586,STREAMLINE HEALTH SOLUTIONS INC.,STRM,311455414
0001297937,"PARKS AMERICA, INC",PRKA,910626756
0000889348,CPI AEROSTRUCTURES INC,CVU,112520310
0001460602,Orgenesis Inc.,ORGS,980583166
0001310488,"BIOFORCE NANOSCIENCES HOLDINGS, INC.",BFNH,852138858
0001742927,"REVIVA PHARMACEUTICALS HOLDINGS, INC.",RVPH,000000000
0001882963,AIB Acquisition Corp,,000000000
0001695295,"HYDROFARM HOLDINGS GROUP, INC.",HYFM,814895761
0001833498,"Spectral AI, Inc.",MDAI,000000000
0001425287,Workhorse Group Inc.,WKHS,261394771
0000061004,LGL GROUP INC,LGL,381799862
0000839470,"WESTWATER RESOURCES, INC.",WWR,752212772
0001479419,"KALA BIO, Inc.",KALA,270604595
0001401914,"Dare Bioscience, Inc.",DARE,204139823
0001309057,"China Health Industries Holdings, Inc.",CHHE,860827216
0001746466,"Equillium, Inc.",EQ,821554746
0001081745,"INTELLINETICS, INC.",INLX,870613716
0000915358,SIGMATRON INTERNATIONAL INC,SGMA,363918470
0001831868,SeaStar Medical Holding Corp,ICU,853681132
0001712762,"bioAffinity Technologies, Inc.",BIAF,465211056
0001591890,Fundamental Global Inc.,FGF,461119100
0001391933,QUAINT OAK BANCORP INC,QNTO,352293957
0001574094,"RenovoRx, Inc.",RNXT,271448452
0001566044,VYNE Therapeutics Inc.,VYNE,453757789
0000888981,NOCOPI TECHNOLOGIES INC/MD/,NNUP,870406496
0001380106,"RAPID MICRO BIOSYSTEMS, INC.",RPID,208121647
0001378140,"Ocean Power Technologies, Inc.",OPTT,222535818
0001600983,"Knightscope, Inc.",KSCP,462482575
0000320017,"LISATA THERAPEUTICS, INC.",LSTA,222343568
0001098880,IntelGenx Technologies Corp.,IGXT,870638336
0001936702,Cetus Capital Acquisition Corp.,CETU,882718139
0001913838,"VWF Bancorp, Inc.",VWFB,881256373
0001013706,"Wilhelmina International, Inc.",WHLM,742781950
0001619096,Summit Networks Inc.,SNTW,352511257
0000830616,"SCI Engineered Materials, Inc.",SCIA,311210318
0001822791,Clene Inc.,CLNN,852828339
0001158780,Pluri Inc.,PLUR,980351734
0001762359,"Acreage Holdings, Inc.",ACRHF,000000000
0001844971,Greenidge Generation Holdings Inc.,GREE,861746728
0001883984,"Alternus Clean Energy, Inc.",ALCE,871431377
0001546853,"Skkynet Cloud Systems, Inc.",SKKY,453757848
0000862651,"Investview, Inc.",INVU,870369205
0001824893,"Surrozen, Inc./DE",SRZN,301374889
0000089140,SERVOTRONICS INC /DE/,SVT,160837866
0001759546,NU RIDE INC.,NRDE,832533239
0001811115,Renalytix plc,RNLX,000000000
0001070050,AppTech Payments Corp.,APCX,650847995
0001641281,"Bolt Biotherapeutics, Inc.",BOLT,472804636
0001894210,Qomolangma Acquisition Corp.,QOMO,863733656
0001563568,"Envirotech Vehicles, Inc.",EVTV,000000000
0001492617,"FLYWHEEL ADVANCED TECHNOLOGY, INC.",FWFW,272473958
0001218683,Mawson Infrastructure Group Inc.,MIGI,880445167
0001379006,"NANOVIRICIDES, INC.",NNVC,760674577
0000766792,CVD EQUIPMENT CORP,CVV,112621692
0000867038,SPINDLETOP OIL & GAS CO,SPND,752063001
0001297341,Kentucky First Federal Bancorp,KFFB,611484858
0001811530,"Next Meats Holdings, Inc.",NXMH,854008709
0001629210,Paramount Gold Nevada Corp.,PZG,980138393
0001678848,CAMBELL INTERNATIONAL HOLDING CORP.,BIMT,981310024
0000718332,"RAVE RESTAURANT GROUP, INC.",RAVE,453189287
0000911216,PALATIN TECHNOLOGIES INC,PTN,954078884
0001411688,"Container Store Group, Inc.",TCS,260565401
0001895249,"ConnectM Technology Solutions, Inc.",CNTM,000000000
0000727207,"Accelerate Diagnostics, Inc",AXDX,841072256
0001444192,Acasti Pharma Inc.,ACST,000000000
0001137883,BRAINSTORM CELL THERAPEUTICS INC.,BCLI,207273918
0000825324,Good Times Restaurants Inc.,GTIM,841133368
0001750155,"Charlotte's Web Holdings, Inc.",CWBHF,981508633
0000083350,RESERVE PETROLEUM CO,RSRV,730237060
0001855457,"KORE Group Holdings, Inc.",KORE,863078783
0001819411,"Gain Therapeutics, Inc.",GANX,851726310
0001593184,"BIOREGENX, INC.",BRGX,462836541
0001861063,Aquaron Acquisition Corp.,AQU,000000000
0001120970,Comstock Inc.,LODE,650955118
0001672571,Antiaging Quantum Living Inc.,AAQL,472643986
0001936224,SURF AIR MOBILITY INC.,SRFM,000000000
0000352955,"CKX LANDS, INC.",CKX,720144530
0000101594,US ENERGY CORP,USEG,830205516
0000020639,AmBase Corp,ABCP,952962743
0001061164,PEREGRINE INDUSTRIES INC,PGID,650611007
0001753391,"TANCHENG GROUP CO., LTD.",QSJC,384086827
0001757715,"Aterian, Inc.",ATER,831739858
0001641631,"Beyond Air, Inc.",XAIR,473812456
0001829311,"BITMINE IMMERSION TECHNOLOGIES, INC.",BMNR,843986354
0001833214,"SAB Biotherapeutics, Inc.",SABS,853899721
0000894871,"Arena Group Holdings, Inc.",AREN,680232575
0001719406,"NRX Pharmaceuticals, Inc.",NRXP,822844431
0000732026,TRIO-TECH INTERNATIONAL,TRT,952086631
0001826660,Wetouch Technology Inc.,WETH,204080330
0001674440,Connexa Sports Technologies Inc.,YYAI,611789640
0000948708,"SMITH MICRO SOFTWARE, INC.",SMSI,330029027
0000351998,DATA I/O CORP,DAIO,910864123
0001832487,"Guerrilla RF, Inc.",GUER,853837067
0001553404,Pacific Green Technologies Inc.,PGTK,522171803
0001825079,"Velo3D, Inc.",VLD,000000000
0001436229,BTCS Inc.,BTCS,262477977
0000862861,ALT5 Sigma Corp,ALTS,411454591
0001580063,"BIORA THERAPEUTICS, INC.",BIOR,273950390
0001069394,FLEXIBLE SOLUTIONS INTERNATIONAL INC,FSI,911922863
0001815849,"ATI Physical Therapy, Inc.",ATIP,851408039
0000814676,CPS TECHNOLOGIES CORP/DE/,CPSH,042832509
0001339005,FEMASYS INC,FEMY,113713499
0001840780,Local Bounti Corporation/DE,LOCL,981584830
0001262104,"MEI Pharma, Inc.",MEIP,510407811
0001549084,"EKSO BIONICS HOLDINGS, INC.",EKSO,000000000
0001463361,"Unity Biotechnology, Inc.",UBX,264726035
0001549145,"BLUE BIOFUELS, INC.",BIOF,454944960
0001829247,"BullFrog AI Holdings, Inc.",BFRG,844786155
0001580149,BIOVIE INC.,BIVI,462510769
0000844856,Healthier Choices Management Corp.,HCMC,841070932
0001412486,"Cocrystal Pharma, Inc.",COCP,352528215
0001514443,"AMERIGUARD SECURITY SERVICES, INC.",AGSS,990363866
0001556266,"BAIYU Holdings, Inc.",BYU,454077653
0001103833,"Crown Equity Holdings, Inc.",CRWE,330677140
0001397047,"FlexShopper, Inc.",FPAY,205456087
0000066418,MEXCO ENERGY CORP,MXC,840627918
0001622879,"Medicine Man Technologies, Inc.",SHWZ,465289499
0001735041,Greenland Technologies Holding Corp.,GTEC,000000000
0001396033,"LL Flooring Holdings, Inc.",LL,271310817
0001823365,"Generations Bancorp NY, Inc.",GBNY,853659943
0000064463,"Soluna Holdings, Inc",SLNH,141462255
0001196298,NEPHROS INC,NEPH,133971809
0001339688,LION COPPER & GOLD CORP.,LCGMF,000000000
0000315958,CREDITRISKMONITOR COM INC,CRMZ,362972588
0001500198,NEUROONE MEDICAL TECHNOLOGIES Corp,NMTC,270863354
0001853047,Hudson Acquisition I Corp.,HUDA,862712843
0001595527,American Strategic Investment Co.,NYC,464380248
0001058307,NextPlat Corp,NXPL,650783722
0001828673,HCW Biologics Inc.,HCWB,825024477
0001134982,"Apple iSports Group, Inc.",AAPI,880126444
0000010048,BARNWELL INDUSTRIES INC,BRN,720496921
0001892292,Maison Solutions Inc.,MSS,842498797
0001396536,"DUOS TECHNOLOGIES GROUP, INC.",DUOT,650493217
0001598646,"Minerva Neurosciences, Inc.",NERV,260784194
0001309082,"CAMBER ENERGY, INC.",CEI,202660243
0000894556,"General Enterprise Ventures, Inc.",GEVI,872765150
0000875729,BION ENVIRONMENTAL TECHNOLOGIES INC,BNET,841176672
0001056285,"KIRKLAND'S, INC",KIRK,621287151
0001935092,"Cyber Enviro-Tech, Inc.",CETI,863601702
0001499961,MULLEN AUTOMOTIVE INC.,MULN,901025599
0001879403,La Rosa Holdings Corp.,LRHC,871641189
0001000230,OPTICAL CABLE CORP,OCC,541237042
0001683553,"SPRUCE BIOSCIENCES, INC.",SPRB,812154263
0001807887,Laser Photonics Corp,LASE,843628771
0000880984,"ACORN ENERGY, INC.",ACFN,222786081
0000034285,RELIABILITY INC,RLBY,750868913
0001659323,Iterum Therapeutics plc,ITRM,000000000
0001388295,OneMeta Inc.,ONEI,205150818
0001781983,"Aprea Therapeutics, Inc.",APRE,000000000
0001087294,CUMBERLAND PHARMACEUTICALS INC,CPIX,000000000
0001839998,"American Oncology Network, Inc.",AONC,000000000
0001872525,"Stran & Company, Inc.",SWAG,043297200
0001591956,Sphere 3D Corp.,ANY,981220792
0000946644,AIM ImmunoTech Inc.,AIM,520845822
0001537028,"Independence Contract Drilling, Inc.",ICD,371653648
0001580490,I-ON Digital Corp.,IONI,463031328
0001260990,"Oncternal Therapeutics, Inc.",ONCT,621715807
0001603652,Urgent.ly Inc.,ULY,462848640
0000744825,AMERICAN SHARED HOSPITAL SERVICES,AMS,942918118
0001311673,"Yale Transaction Finders, Inc.",YTFD,760736467
0000926617,Aspira Women's Health Inc.,AWH,330595156
0001419041,"Forte Biosciences, Inc.",FBRX,261243872
0000723533,Longwen Group Corp.,LWLW,953506403
0000025743,"TherapeuticsMD, Inc.",TXMD,870233535
0001680139,HealthLynked Corp,HLYK,471634127
0001933567,"Neuraxis, INC",NRXS,455079684
0001634293,"Exceed World, Inc.",EXDW,981339955
0001430300,"Global Warming Solutions, Inc.",GWSO,731561189
0000090168,SIFCO INDUSTRIES INC,SIF,340553950
0001850906,"Singular Genomics Systems, Inc.",OMIC,812948451
0001796129,"Vincerx Pharma, Inc.",VINC,833197402
0001417663,"SANUWAVE Health, Inc.",SNWV,201176000
0001849380,OneMedNet Corp,ONMD,862076743
0000055234,KENILWORTH SYSTEMS CORP,KENS,132610105
0001346830,"Cara Therapeutics, Inc.",CARA,000000000
0001103795,"QS Energy, Inc.",QSEP,522088326
0000845385,PRINCETON CAPITAL CORP,PIAC,463516073
0001096275,Worksport Ltd,WKSP,650782227
0001253689,GLYCOMIMETICS INC,GLYC,000000000
0001474167,Cosmos Health Inc.,COSM,270611758
0001584831,OXBRIDGE RE HOLDINGS Ltd,OXBR,981150254
0001842939,Carmell Corp,CTCX,861645738
0001710495,PINEAPPLE EXPRESS CANNABIS Co,PNXP,364864568
0000862022,HUGOTON ROYALTY TRUST,HGTXU,586379215
0001527599,"SYNLOGIC, INC.",SYBX,261824804
0001589149,"Greenwave Technology Solutions, Inc.",GWAV,462612944
0001090396,TABLE TRAC INC,TBTC,880365568
0001420720,"iBio, Inc.",IBIO,262797813
0001061027,"Viracta Therapeutics, Inc.",VIRX,943295878
0001099160,BEASLEY BROADCAST GROUP INC,BBGI,650960915
0001706524,"urban-gro, Inc.",UGRO,465158469
0001698702,ARION GROUP CORP.,ARGC,352577375
0001082324,VirnetX Holding Corp,VHC,770390628
0001305253,"Eiger BioPharmaceuticals, Inc.",EIGRQ,361004130
0001042187,YUNHONG GREEN CTI LTD.,YHGJ,362848943
0001771995,American Picture House Corp,APHP,830754859
0000895464,Yubo International Biotech Ltd,YBGJ,113074326
0001707910,"Reborn Coffee, Inc.",REBN,474752305
0001907223,"ANEW Medical, Inc.",WENA,862727441
0001178697,SONIM TECHNOLOGIES INC,SONM,943336783
0001896212,CONDUIT PHARMACEUTICALS INC.,CDT,873272543
0001843714,Zapata Computing Holdings Inc.,ZPTA,981578373
0001524769,CHESAPEAKE GRANITE WASH TRUST,CHKR,456355635
0001579157,VINCE HOLDING CORP.,VNCE,753264870
0000838875,WILLAMETTE VALLEY VINEYARDS INC,WVVI,930981021
0001647822,"Jingbo Technology, Inc.",SVMB,473240707
0001713210,Agape ATP Corp,ATPC,364838886
0000031667,EDUCATIONAL DEVELOPMENT CORP,EDUC,730750007
0001708176,Hall of Fame Resort & Entertainment Co,HOFV,843235695
0001038277,INTERNATIONAL ISOTOPES INC,INIS,742763837
0001857044,"Indaptus Therapeutics, Inc.",INDP,863158720
0001270436,Cohen & Co Inc.,COHN,161685692
0001473490,"Global AI, Inc.",GLAI,264170100
0001537435,TECOGEN INC.,TGEN,043536131
0001553788,"SPLASH BEVERAGE GROUP, INC.",SBEV,341720075
0001327273,"Lyra Therapeutics, Inc.",LYRA,000000000
0000087802,SCIENTIFIC INDUSTRIES INC,SCND,042217279
0000942126,TAITRON COMPONENTS INC,TAIT,954249240
0001854445,"Glimpse Group, Inc.",VRAR,812958271
0001589061,"Gyrodyne, LLC",GYRO,463838291
0001437517,"CYBERLOQ TECHNOLOGIES, INC.",CLOQ,262118480
0001382574,"TRxADE HEALTH, INC",MEDS,000000000
0001630113,BIOTRICITY INC.,BTCY,472548273
0001651932,"Xenous Holdings, Inc.",XITO,870363526
0001627282,CaliberCos Inc.,CWD,000000000
0001477246,S&W Seed Co,SANW,271275784
0001575295,Allied Corp.,ALID,331227173
0001840292,"Heliogen, Inc.",HLGN,854204953
0000878932,"EQUUS TOTAL RETURN, INC.",EQS,760345915
0001425355,"Mill City Ventures III, Ltd",MCVT,900316651
0001422892,Singularity Future Technology Ltd.,SGLY,261241372
0000764195,VBI Vaccines Inc/BC,VBIV,000000000
0001101433,QUOTEMEDIA INC,QMCI,912008633
0001651721,"GENERATION INCOME PROPERTIES, INC.",GIPR,474427295
0001288750,Timberline Resources Corp,TLRS,820291227
0001431959,META MATERIALS INC.,MMAT,743237581
0001604738,Ashford Inc.,AINC,465292553
0000840715,CLEARONE INC,CLRO,870398877
0000883975,Microbot Medical Inc.,MBOT,943078125
0001892322,"HeartCore Enterprises, Inc.",HTCR,870913420
0001413898,DallasNews Corp,DALN,383765318
0001157075,"PharmaCyte Biotech, Inc.",PMCB,621772151
0001385818,"AYTU BIOPHARMA, INC",AYTU,470883144
0001580864,"Vroom, Inc.",VRM,901112566
0001853070,"Volato Group, Inc.",SOAR,862707040
0001893311,LUXURBAN HOTELS INC.,LUXH,823334945
0000845819,"KonaTel, Inc.",KTEL,800973608
0001590418,FOCUS UNIVERSAL INC.,FCUV,463355876
0001829802,"Sensei Biotherapeutics, Inc.",SNSE,000000000
0000725394,DALRADA FINANCIAL CORP,DFCO,383713274
0000835662,"AiXin Life International, Inc.",AIXN,841085935
0000797465,"HG Holdings, Inc.",STLY,541272589
0001468929,"NEXGEL, INC.",NXGL,264042544
0001563298,Energy & Water Development Corp,EAWD,300781375
0001956955,"Unusual Machines, Inc.",UMAC,660927642
0001445942,Texas Mineral Resources Corp.,TMRC,870294969
0001565228,"Vislink Technologies, Inc.",VISL,205856795
0001007019,COFFEE HOLDING CO INC,JVA,113860760
0001967656,"PFS Bancorp, Inc.",PFSB,922956265
0001282224,"Dolphin Entertainment, Inc.",DLPN,860787790
0001620179,"Exela Technologies, Inc.",XELA,471347291
0001083220,"XCel Brands, Inc.",XELB,760307819
0000885307,JEWETT CAMERON TRADING CO LTD,JCTCF,000000000
0001626745,"Fortune Valley Treasures, Inc.",FVTI,320439333
0000707388,"STAR EQUITY HOLDINGS, INC.",STRR,330145723
0000313364,MESA ROYALTY TRUST/TX,MTR,746284806
0001584751,Talis Biomedical Corp,TLIS,000000000
0001775734,Beneficient,BENF,721573705
0001447380,MOBIVITY HOLDINGS CORP.,MFON,263439095
0001415744,NORTHERN MINERALS & EXPLORATION LTD.,NMEX,000000000
0001310630,China Foods Holdings Ltd.,CFOO,910974149
0001842556,HNR Acquisition Corp.,HNRA,854359124
0000797542,Viewbix Inc.,VBIX,680080601
0001557376,"Zeo ScientifiX, Inc.",ZEOX,474180540
0001790169,Flora Growth Corp.,FLGC,000000000
0001951667,CHEETAH NET SUPPLY CHAIN SERVICE INC.,CTNT,813509120
0001540159,"Edesa Biotech, Inc.",EDSA,000000000
0001961847,INNO HOLDINGS INC.,INHD,000000000
0001091596,"Nuo Therapeutics, Inc.",AURX,233011702
0001304161,"Pharma-Bio Serv, Inc.",PBSV,200653570
0000019871,CHICAGO RIVET & MACHINE CO,CVR,360904920
0001800315,"Galecto, Inc.",GLTO,371957007
0000314227,"TOMI Environmental Solutions, Inc.",TOMZ,591947988
0001844505,"QT IMAGING HOLDINGS, INC.",QTI,861728920
0001427925,"TALPHERA, INC.",TLPH,000000000
0001897245,HWH International Inc.,HWH,873296100
0001873213,Birdie Win Corp,BRWC,384179726
0001879848,PHOENIX MOTOR INC.,PEV,000000000
0001485029,"New Asia Holdings, Inc.",NAHD,450460095
0000894501,"GOLD ROCK HOLDINGS, INC.",GRHI,870434297
0001544400,NFiniTi inc.,NFTN,990372611
0001956744,"SRM Entertainment, Inc.",SRM,320686534
0001911545,"Hanryu Holdings, Inc.",HRYU,000000000
0001813914,"CareMax, Inc.",CMAX,850992224
0001549631,"Quarta-Rad, Inc.",QURT,454232089
0001730869,"Everything Blockchain, Inc.",EBZT,821091922
0000704172,PHI GROUP INC,PHIL,900114535
0000837852,"IDEANOMICS, INC.",IDEX,201777837
0001756180,"NOCERA, INC.",NCRA,161626611
0001001907,ASTROTECH Corp,ASTC,911273737
0001083490,SUNRISE REAL ESTATE GROUP INC,SRRE,752713701
0001654595,"Medalist Diversified REIT, Inc.",MDRR,000000000
0001967306,"Mercer Bancorp, Inc.",MSBB,923452469
0000747540,SURGE COMPONENTS INC,SPRS,112602030
0000088000,Horizon Kinetics Holding Corp,SLGD,840920811
0001843656,Royalty Management Holding Corp,RMCO,000000000
0001527352,"Nexalin Technology, Inc.",NXL,275566468
0001391426,Clean Vision Corp,CLNV,000000000
0001372514,KIORA PHARMACEUTICALS INC,KPRX,000000000
0000890066,GLEN BURNIE BANCORP,GLBZ,521782444
0001584754,"Akoustis Technologies, Inc.",AKTS,331229046
0001585608,"Jaguar Health, Inc.",JAGX,000000000
0000351789,ELECTRO SENSORS INC,ELSE,410943459
0001253176,VAPOTHERM INC,VAPO,462259298
0001173204,Cineverse Corp.,CNVS,223720962
0000082473,INNSUITES HOSPITALITY TRUST,IHT,346647590
0001699709,YIJIA GROUP CORP.,YJGJ,352583762
0001056358,MANNATECH INC,MTEX,752508900
0001857086,"TruGolf Holdings, Inc.",TRUG,853269086
0000806517,PSYCHEMEDICS CORP,PMD,581701987
0001138978,"Novo Integrated Sciences, Inc.",NVOS,593691650
0001156041,HOUSTON AMERICAN ENERGY CORP,HUSA,760675953
0001084267,"Mobiquity Technologies, Inc.",MOBQ,113427886
0001412126,RemSleep Holdings Inc.,RMSL,383759675
0001534120,"Avalo Therapeutics, Inc.",AVTX,450705648
0001017655,PAID INC,PAYD,731479833
0001391135,LFTD PARTNERS INC.,LIFD,870479286
0001930021,New Horizon Aircraft Ltd.,HOVR,000000000
0001593549,"Livento Group, Inc.",NUGN,493999052
0001172178,LIBERTY STAR URANIUM & METALS CORP.,LBSR,270019071
0000099106,TRANS LUX Corp,TNLX,131394750
0001136174,"Ontrak, Inc.",OTRK,880464853
0001104038,"VerifyMe, Inc.",VRME,233023677
0001414953,EQUATOR Beverage Co,MOJO,260884348
0001509223,"Moatable, Inc.",MTBLY,000000000
0001610820,BriaCell Therapeutics Corp.,BCTX,000000000
0001223389,CONNS INC,CONN,061672840
0000832489,"GeoVax Labs, Inc.",GOVX,870455038
0000891417,Nano Magic Inc.,NMGX,760273345
0001820566,Inspirato Inc,ISPO,000000000
0001042418,"Inhibitor Therapeutics, Inc.",INTI,541641133
0001556801,"My City Builders, Inc.",MYCB,273816969
0001616262,"Rocky Mountain Chocolate Factory, Inc.",RMCF,471535633
0001893448,"Strong Global Entertainment, Inc.",SGE,000000000
0001110607,"Koil Energy Solutions, Inc.",KLNG,752263732
0001642375,"Guardion Health Sciences, Inc.",GHSI,474428421
0000914139,PARKERVISION INC,PRKR,592971472
0001498382,"Kintara Therapeutics, Inc.",KTRA,990360497
0001898766,Trio Petroleum Corp.,TPET,871968201
0001025771,CHASE PACKAGING CORP,WHLT,931216127
0001071840,"SolarWindow Technologies, Inc.",WNDW,593509694
0000749647,"Imunon, Inc.",IMNN,521256615
0001631282,DATASEA INC.,DTSS,472019013
0001459417,"2U, Inc.",TWOU,262335939
0001084133,"Real Brands, Inc.",RLBD,900093439
0001641398,GD Culture Group Ltd,GDC,473709051
0001651958,EOS INC.,EOSS,300873246
0000908259,"Oncotelic Therapeutics, Inc.",OTLC,133679168
0001902700,"Pioneer Green Farms, Inc.",PGFF,823417168
0001643988,"Loop Media, Inc.",LPTV,473975872
0001682149,"WISA TECHNOLOGIES, INC.",WISA,301135279
0001126234,"LUMOS PHARMA, INC.",LUMO,421491350
0001307579,LIQTECH INTERNATIONAL INC,LIQT,201431677
0001009891,AIR INDUSTRIES GROUP,AIRI,204458244
0000022701,Pineapple Energy Inc.,PEGY,410957999
0001518461,"AmpliTech Group, Inc.",AMPG,274566352
0001784058,Pony Group Inc.,PNYG,833532241
0001978811,"Gouverneur Bancorp, Inc./MD/",GOVB,000000000
0000882361,Aptose Biosciences Inc.,APTO,000000000
0001879726,Sidus Space Inc.,SIDU,460628183
0000032621,EMERSON RADIO CORP,MSN,223285224
0001505497,"BioRestorative Therapies, Inc.",BRTX,301341024
0001205922,"VACCINEX, INC.",VCNX,161603202
0001419275,RYVYL Inc.,RVYL,000000000
0001750106,Alset Inc.,AEI,831079861
0001117057,Planet Green Holdings Corp.,PLAG,870430320
0001575858,PureBase Corp,PUBC,272060863
0001870144,"Cardio Diagnostics Holdings, Inc.",CDIO,870925574
0000944480,GSE SYSTEMS INC,GVP,521868008
0001938046,"MANGOCEUTICALS, INC.",MGRX,873841292
0001512922,"PetVivo Holdings, Inc.",PETV,990363559
0001051514,"STRATA Skin Sciences, Inc.",SSKN,133986004
0000356590,"GLOBAL TECH INDUSTRIES GROUP, INC.",GTII,830250943
0000771999,"DSS, INC.",DSS,161229730
0001645469,Monopar Therapeutics,MNPR,320463781
0001333822,SemiLEDs Corp,LEDS,202735523
